en_query,cs_query
Reply to Sharon ' s text with a voice message .,Sharon ke text ko voice message ke sath reply kare
Delete all alarms,saarey alarms delete kardo
Set a reminder to get dog food tonight at 5 .,aj raat 5 bajhe dog ka khana laane ke liye ek reminder set kare
What province has the most traffic in Canada,Canada mei kis province mei sabse zada traffic hoti hai
how many reminders do I have set with alerts a half hour before the event,maine event ke adhe ghante pehle alert ke sath kitne reminder set kiye hai
big event this evening in Payson,Is evening ko Payson me bada event
set alarm for 8 am,subah 8 bajhe ke liye alarm set kare
Is there a chance of rain this weekend,kya is weekend barish hone ke koi chance hai
can you play spoon on spotify please,please kya aap spotify par spoon bajaa sakte hai
cancel the alarm for tomorrow,kal ke liye alarm cancel kare
when will this heat wave end ?,ye heat wave kab khatam hoga ?
Send a text to Alex and ask when he ' s coming to the RGV .,Alex ko text kare aur puchiye ki wo RGV kab aa raha hai
stop timer at one mile,ek mile par timer stop kare
Distance from Pensacola to Tennessee,Pensacola se Tennessee tak ka distance
"Message Dave , that looks great !","Dave ko message karo ki , that looks great !"
Send Sara and Zak a message saying to ' call me ' .,Sara aur Zak ko message bhejo jisme likha ho ki call me
Start a new alarm for tomorrow .,kal ke liye ek naya alarm shuru kare
What ' s traffic looking like tonight,Aaj raat traffic kaisa dikhraha hai
Can you create an alarm for me at 9 pm,kya aap mere liye 9 pm ka ek alarm karsakte hai
Delete all alarms for the next hour .,agley ghantey ke liye saarey alarms delete kare
delete all alerts that repeat every month until end of 2018,2018 ke end tak wo sabhi alerts hatado jo har mahine repeat hote hai
i was looking for the forecast not just the temperature,mai temperature hi nae balki forecast ke talash mei tha
Ask my friends if any of them would be interested in going to the new Avengers movie with me this week .,mere friends se pucho ki kya unme se koi bhi is week mere saath nayi Avengers movie dekhne jaana chahta hai
Cancel all alarms for this week .,Is hafte ke liye sabhi alarms cancel kardo
is it raining in columbia,kya columbia me baarish horahi hai
Resume the timer,timer ko phir se shuru karo
play thinking out loud by ed sheeran pandora,ed sheeran dwara thinking out loud ko pandora par bajaayen
please text Steve say : I will be there .,please Steve ko text karo aur bolo ki I will be there .
listen to ACDC,ACDC ko sunen
I don ' t want to forget to feed to fish,mai fish ko feed karna nahi bhulna chahta hu
remind me to get ready for bed at 10 p . m . every night,Har raat 10 p . m . ko mujhe sone ke liye tayyar hone ko yaad dilaayen
Set my alarm for 4 AM tomorrow .,kal 4 AM ke liye mera alarm set karen
Any events this weekend that involve sports,Is weekend ko koi bhi events hai jisme sports shaamil ho
Play me some classical music .,mere liye thoda classical music bajao
is it raining,kya baarish horahi hai
Tell my family that Nicolas ' s party will be on the 4th of July this year .,meri family ko bolo ki Nicolas ' s party will be on the 4th of July this year .
resume timer,timer ko phir se shuru karo
What is the maximum wind gust today,aaj maximum wind gust kya hai
will it rain two sundays from now,kya aj se do sunday tak barish hogi
Set an alarm 1 hour before my chiropractor .,mere chiropractor se 1 hour pehle ka ek alarm set karen
When is it supposed to rain tonight ?,Aaj raat baarish kab hone wali hai ?
I have to pick up my computer and Micro Center and Madison Heights what ' s the least congested route to get there from Mt . Clemens,Code - switched Utterance mujhe mera computer Micro Center par se lena hai jo Madison Heights par hai Mt . clemens se mujhe waha pahunchne ke liye least congested route konsa hai
Set alarm,alarm set kare
Delete my alarms for this week,is haftey ke alarms delete kare
What will be the temperature overnight be like,overnight ka temperature kitna hoga
take away 4 minutes from my timer,mere timer se 4 minutes nikaal do
How warm is the summer in Italy ?,Italy me summer kitna garm hai ?
List me all the reminders I have on my agenda today .,mere aj ke agenda ke sarey reminders ko mujhe list kare
send jaclyn a happy birthday message,jaclyn ko ek happy birthday message bhejo
message Zara I would like to go anywhere in Europe for my Birthday on Thursday .,Zara ko message karo ki I would like to go anywhere in Europe for my Birthday on Thursday .
What is the weather forecast for Christmas ?,Christmas ka weather forecast kya hai
Set an alarm every 5 minutes for the next hour .,agley ghantey ke liye har 5 minute mei alarm set kare
what theater events are happening,kaun se theater events hone wale hai
Is there flooding on the highway today ?,kya aj highway par flooding hai
Set alarm for 5 am tomorrow,kal 5 am ke liye alarm set karen
please unlike this track,please ye track ko unlike karen
"Remind Glenn daily at 8 : 00 am , 1 pm and 7 pm to take his pain medicine .","Glenn ko daily 800 am , 1 pm aur 7 pm ko pain medicine lene ke liye yaad dilayen ."
What should I do Wednesday evening,Wednesday sham ko mujhe kya karna chahiye
Christmas parades in the area,area mei Christmas parades hai
What is the weather like in Florida ?,Florida me mausam kaisa hai ?
Tell me how much time is left on the next alarm,mujhe bolo ki agley alarm par kitna time bacha hai
tell Brock the boss isn ' t gonna be in today .,Brock ko bolo ki aaj boss nahi aane wale
set reminder for work,work ke liye reminder set kare
Make an alarm for the 10th of May at midday .,10 may ke liye midday ko ek alarm banaye
Make an alarm for Friday,Friday ke liye ek alarm banaen
Set an alarm for every Tuesday at 12 .,Har Tuesday 12 baje ke liye ek alarm set karen
i didn ' t want the song,mujhe ye song nahi chahiye tha
How warm is it san francisco today in Celsius,san francisco me aaj Celsius me kitna garm hai
play Pandora most recent station,Pandora par sabse recent station ko play kare
what alarms are set for tomorrow ?,kal ke liye kya alarms set hai
Play r & b music,r & b ke music ko bajao
Cancel reminders for the rest of this week,Is week ke baaki dinon ke liye reminders cancel kardo
Respond now,abhi jawaab den
Will I be able to get to Atlanta by noon if I leave at 2 am,agar mai 2 am ko nikalta hoon toh Kya mai Atlanta dopahar tak pahuch sakta hoon
Are there concerts near Philadelphia tomorrow,kya kal Philadelphia ke aas paas koi concerts hai
Can I have traffic reports from William Cannon,kya mujhe William Cannon se traffic reports mil sakte hai
cancel reminder for meeting today,aaj meeting ke liye alarm ko cancel kardo
Kids music events in Pensacola this weekend,is weekend Pensacola mei kids ke liye music events hai
Is there gonna be a thunderstorm tomorrow ?,kya kal koi thunderstorm aane wala hai ?
Are we getting a tropical storm this week . ?,kya is haftey tropical storm aane wala hai
set a new alarm for 6 : 00 am tomorrow morning,kal 600 am ke liye subha ek naya alarm set karen
Add five minutes to my timer .,mere timer mei five minutes add kare
How hot is it tonight san francisco in degrees c,san francisco mein aj raat kitni garmi hai in degrees c
how hot will it be today ?,aj kitni garmi hone wali hai
Text Marisha and tell her I ' m in charge of the appetizers,Marisha ko text karo aur use bolo ki I ' m in charge of the appetizers
How is the traffic looking today,aj traffic kaisa dikh raha hai
play the last song again,pichla gaana fir se play kare
alexa open Snapchat so I can see if there is any unread messages .,alexa Snapchat ko open kare takhi mai dekh saku ki koi unread messages hai
What is today ' s pollen count ?,aaj ka pollen count kitna hai ?
Are there any local festivals next week,kya agley haftey koi local festivals hai
what ' s the weather going to be tomorrow,kal ka weather kaisa hone wala hai
Set a timer for 60 minutes,60 minutes ke liye ek timer ko set karen
Alarm time left,alarm par time bacha hai
Create an alarm for 2 : 45 pm every Monday .,Har Monday 2 45 pm ke liye alarm create kare
Pause the music,music ko rok do
Read the extended forecast for the next two weeks .,agley do hafton ke liye extended forecast ko padiye
Remind me about the event on Sunday 6 hours before it starts .,mujhe sunday ka event shuru hone ke 6 ghante pehle yaad dilaye
Will we get hit by the tropical storm ?,kya hum tropical storm ke fasne wale hai ?
Will it rain this afternoon,kya aj dopahar barish hogi
skip this track,Is track ko skip kardo
New York might have the worst traffic,New York mei sabse kharab traffic ho sakta hai
play jazz music,jazz music ko bajao
Set timer for 2 hours,2 hours ke liye timer ko set karen
reset the timer,timer ko reset karen
Is it going to be above 40 in degree f new york tomorrow morning,kya kal subha new york me 40 degree f ke upar hoga
send Bella a heart .,Bella ko ek heart bhejo .
Start and send a Video message to lev about dinner plans next week,agle hafte dinner plans ke baare me ek Video message shuru karo aur lev ko bhejo
please remove all alarms,please saarey alarms hataiye
Add 20 minutes to my timer,mere timer mei 20 minutes add kare
Will i need a jacket this afternoon ?,kya aj dopahar mujhe jacket ki zarurat padegi ?
snooze alarm for 20 minutes,alarm ko 20 minutes ke liye snooze kare
I need to modify one of my son ' s reminders .,mujhe mere bete ke reminders mei se ek ko modify karne ki zarurat hai
what is the latest I can leave Boerne and still make it to the ballet before it starts ?,Kam se Kam mujhe Boerne se kab nikalna chahiye jisse fir bhi mai ballet shuru hone se pehle pahunchsakta hu ?
is it going to rain next week ?,kya agle hafte baarish hone wali hai ?
how can I get to Gilroy on surface roads,mai surface roads par Gilroy kaise pahuch sakta hoon
alarm off,alarm ko band kar do
I need an alarm for Friday 25 June to call my sister Margaret . Name it Margaret ' s birthday .,mujhe meri behen Margaret ko phone karne ke liye Friday 25 June ke liye alarm chahiye . Isey Margaret ka birthday naam dijiye
How is it gonna be in Ocean City this weekend,Is weekend Ocean City me kaisa rahega
Please create a video message for Targ Butler .,please Targ Butler ke liye ek video message banao
shut up no more music please,please chup raho koi aur music nahi
Is it hot today ?,kya aj garmi hai
play childrens,childrens play kare
how many reminders i have for today,aj ke liye mere kitne reminders hai
Reminders for Tina and Cord ' s reunion weekend please,Tina aur Cord ke reunion weekend ke liye reminders please
show all alarms,saarey alarms bataiye
how many minutes left on my alarm,mere alarm par kitne minutes baakhi hai
Stop timer and start again in 30 minutes .,timer ko rok do aur fir 30 minutes me shuru karo .
Remind me to get groceries on Wednesday after 2 : 00 PM .,mujhe Wednesday 2 00 pm ke baad groceries laane ke liye yaad dilaye
Set an alarm for 12th of June,June ki 12th ke liye ek alarm set karen
Restart current track,current track ko fir se shuru kare
Change Physio alarm from 11 am Tuesday to 11 am Thursday .,Physio alarm ko Tuesday subah 11 bajhe se Thursday subah 11 bajhe ke liye badliye
Remind me to buy a gift for Sally this evening at 6 : 00 pm .,Is evening 600 pm ko mujhe Sally ke liye gift khareedne ke liye yaad dilayen
is the traffic in toronto worse than philadephia,kya Toronto mei Philadephia se bhi kharab traffic hai
New Years Eve party in Albany this weekend,Is weekend Albany me New Years Eve ki party
cancel my alarms that were set for next monday,mere alarms cancel kariye jo agley monday ke liye set kare gaye thai
how much time is left,aur kitna time bacha hai
send a message to Annette to let her know her doctor ' s appointment for tomorrow at 9 : 00 am has been changed to Wednesday at 9 : 00 am,Annette ko message kariye usey batane ke liye ki uska kal subah 9 bajhe ka doctor ka appointment Wednesday subah 9 bajhe ke liye change hogya hai
Message Trevor and tell him we will be in Ohio on Tuesday the 19th .,Trevor ko message kare aur boliye ki hum Ohio mei 19th Tuesday ko rahinge
What event reminder is for today ?,aj ke liye kya event reminder hai
I want to hear songs by Metallica,mujhe Metallica ke gaane sunna hai
any Christmas themed events going on today,kya aj koi Christmas themed events ho rahe hai
remind me to set up auto vacuum to come on every other day,mujhe har dusre din aane ke liye auto vacuum ko set up karne ke liye yaad dilaye
set up a weekly reminder on wednesday nights at 5 for bowling night,bowling night ke liye har wednesday ki raat ko 5 baje ka ek weekly reminder set karen
What ' s happening in San Diego this weekend,is weekend San Diego mei kya hone wala hai
give me the weather for today,mujhe aj ke liye weather bataiye
What is the weather in China,China me mausam kaisa hai
Sunglasses needed today ?,kya aj Sunglasses chahiye ?
Make it ring only on weekdays .,isey sirf weekdays par ring kare
skip this whole track,Is poore track ko skip kardo
Play me the most popular requested song today .,Aaj mere liye sabse popular requested song ko bajao
Set up a daily reminder to take out the recycling .,recycling ko bahar nikalne ke liye ek daily reminder set kare
What is the weather like where I am,main jahaan hoon vahaan ka mausam kaisa hai
let bert know that highway 90 is flooded and should be avoided on his trip to my house,bert ko bataye ki highway 90 mei paani bhar gaya hai aur usey mere ghar ki trip par jaane se bachna chahiye
I have to have a 9 am alarm on Tuesday,mujhe Tuesday ko subah 9 bajhe alarm lagana hoga
play a mix of usher songs,usher songs ke mix play kare
Can you remind me to sent the package today before 3 pm ?,kya aap mujhe aaj 3 pm se pehle package bhejne ke liye yaad dilasakte hai ?
Temperature in London this weekend C,is weekend London mein c Temperature
Will there be rain at 5 pm this evening,kya is evening 5 pm ko baarish hogi
what are some fun single events going on this weekend,is weekend par kuch mazedaar single events kya hai
remind me to buy peanut butter,mujhe peanut butter khareedne ke liye yaad dilayen
Read me the message from Ms Davis from Tuesday,Ms davis ka Tuesday ka message padker sunaiye
Please add bring shorts to 5 pm reminder,please 5 pm ke reminder me bring shorts ko add karen
Will it be cold today,kyaa aaj thand hogi
Snooze the alarm,alarm ko snooze kare
How far is it between Tomah and Sparta,Tomah se Sparta ke beech kitni doori hai
What time are all my alarms set for,mere saarey alarms kya time ke liye set kare gaye hai
Raining today ?,Aaj baarish horahi hai ?
what time is my alarm set foR ?,mere alarms kya time ke liye set kare gaye hai
How much traffic is on the road to san antonio,san antonio ke road par kitna traffic hai
is traffic bad east bound on 180,kya eastbond 180 par traffic kharaab hai
is traffic slower than usual,kya traffic pehle se zyada dheemi hai
is there a toga party in las vegas tonight,Aaj raat las vegas me kya koi toga party hai
Culture events in Sacramento today,Aj Sacramento mei Culture events hai
Make an alarm called ' leg day ' for every Tuesday and Thursday,har Tuesday aur Thursday ke liye leg day naam ka ek alarm banaye
Remind Danny to check the stove and make sure it is turned off before he goes to bed each night,Har raat Danny ko bed par jaane se pehle stove band hai yaha nahi check karne ke liye yaad dilaayen
will it snow today,kya aj barf giregi
Things to do downtown this month,Is mahine downtown me karne ke liye cheeze
jazz station,station par jazz
I need to remember to tell the group when they leave on Friday morning to take a big zipper bag with them,mujhe yaad rakhna hoga ki Friday subah group ko batana hoga jab wo niklenge toh wo apne sath bada zipper bag le
New texts from Dog lovers group .,Dog lovers group me se naye text .
Is there another route to get to my Doctors apointment other than the I - 4,I - 4 ke alawa kya koi dusra raasta hai mere doctor ki appointment tak pahunchne ke liye
what will be temperature at 5 pm,5 pm ko temperature kitna hoga
What does traffic look like around 5,5 baje ke aas paas traffic kaisa dikhta hai
Set a bedtime alarm for every Sunday,har Sunday ke liye bedtime alarm set kare
Are there any Christmas events in Green Bay this weekend,Is weekend ko Green Bay me kya koi Christmas events hai
Is it going to be hot this weekend ?,kya is weekend garm hone wala hai
Will the ice on the road have cleared up before the festival downtown starts ?,road par jo barf hai kya wo downtown ka festival shuru hone se pehle saaf hojayegi ?
What is the high ?,high kya hai ?
Give me the weather situation in London ?,mujhe London ke mausam ke haalath batao ?
is there hail coming tonight,kya aj raat hail aane wala hai
What ' s the forecast for the next 10 days ?,agley 10 din tak ke liye forecast kya hai
set a timer,ek timer set karo
Add to My Favorites,Ise My Favorites me add karo
I need an alarm for 10 pm,mujhe 10 pm ke liye alarm chahiye
When is timer going to start,timer kab shuru hoga
is there sunshine on the beach now,kya abhi beach par sunshine hai
What ' s the weather like ?,mausam kaisa hai ?
"What ' s the weather like in Sydney , Australia ?","Sydney , Australia mei weather kaisa hai ?"
How long will it rain today ?,aj kitni der tak barish hogi ?
Is there going to be good food at the concert,kya concert me acha khaana rahega
"I need directions to get to Newark , DE with the least traffic .","mujhe sabse kam traffic me Newark , DE pahunchne ke liye directions chahiye ."
Snooze alarm,alarm snooze kare
Bring to the screen all the reminders set for next week .,agley haftey ke saarey reminders screen par leker aao
spotify play the doors,spotify par the doors ko play karen
When will it stop raining ?,baarish kab rukegi ?
Pause the song .,song ko rok do .
tell me how much time do i have left on my timer,mujhe boliye mere timer par kitna time bakhi hai
Tell me how the weather is going to be at 7 pm on Sunday ?,mujhe batao ki Sunday 7 pm ko mausam kaisa rahega
Please skip track two,Please track two ko skip karen
Play all Winans songs,Winans ke gaaney play kare
will it be sunny tomorrow ?,kya kal dhoop hogi ?
Will it be above 31 in degrees Fahrenheit in London today,kya aj London mei 31 degree Fahrenheit se upar hoga
Should I avoid Highway 10,kya mujhe Highway 10 avoid karna chahiye
What ' s the rush hour weather look like ?,rush hour ke time par mausam kaisa dikhta hai ?
play some country music,thoda country music bajao
Send Edward a message that I love him,Edward ko message bheje ki I love him
Drive time to San Francisco using 101 ?,101 ka istemaal karke San Francisco jaane me Drive time kitna lagega ?
Events happening in Portland next Wednesday,agle Wednesday ko Portland me hone wale events
How long will it take me to drive to my 6 pm hair appointment ?,mujhe mere 6 pm ke hair appointment ke liye drive karne mei kitni der lagegi ?
what time is sun rise,suraj kis time par niklega
set timer for 2 minutes,2 minutes ke liye timer set kare
traffic report for 91 North,91 North ke liye traffic report
Set a reminder for the school open day for next Thursday at 6 PM,agle Thursday 6 PM ko school open day ke liye ek reminder set karen
What is the highest temperature this week ?,is haftey ka highest temperature kya hai ?
Do you have a reminder for my next hair appointment ?,kya apke paas mere agley hair appointment ke liye reminder hai ?
Make alarm for Mondays at 6 am,Mondays subah 6 bajhe ke liye alarm banaye
I need to set an alarm for tomorrow at 3 pm to attend a meeting with Charles .,mujhe Charles ke sath meeting attend karne ke liye kal dopahar 3 bajhe ka alarm set karna chahiye
SET UP A WEEKLY REMINDER TO COMPLETE MY TIMECARD ON THURSDAY NIGHT .,THURSDAY RAAT KO MERA TIMECARD COMPLETE KARNE KE LIYE EK WEEKLY REMINDER SET KARE
Please update me on the weather for Estonia,please mujhe Estonia ke weather ke bare mei update kare
Create session alarm for 10 am tomorrow .,kal 10 am ke liye ek session alarm banaen .
Temperature next week out there Celcius,agle week ko wahaan baahar Celsius me temperature kitna hoga
Remove all set alarms,sarey set alarms remove kardo
set snooze alarm for 10 minutes,10 minutes ke liye snooze alarm ko set kare
What ' s the anticipated time to get to the grocery store by car,car se grocery store jaane ke liye anticipated time kitna hai
set alarm to every 3 minutes,Har 3 minutes ke liye alarm set karen
what is the ocean temperature in south florida,south florida me saagar ka temperature kitna hai
set an alarm for every 40 mins while im at the gym,Jab mai gym me hota hu tab har 40 minutes ke liye ek alarm set karden
Traffic slowdown locations,dheemi traffic wale locations
is it going to rain,kya baarish hone wali hai
what was the temp this time last year,pichle saal ka temperature is time par kya tha
Change the time for the August 10th reminder to 5 : 30 PM,August 10th ke reminder ka samay 530 PM me badal do
Set the alarm for tonight at 9,Aaj raat 9 baje ke liye alarm set karen
Pause song,Song ko pause karo
Alarm for Monday at 1 pm,Monday 1 pm ke liye alarm
Stop the track,track band kardo
where is the concert being held tomorrow,Kal concert kahan hone wala hai
when will the timer end,timer kab end hoga
what is the forecast for monday,monday ke liye kya forecast hai
I need to search for a job . Can you remind me to do a job search tomorrow night ?,mujhe job dhunna chahiye . kya ap mujhe kal raat ko job dhunne ke liye yaad dila sakte hai ?
Get the time to Atibaia using Don Pedro road ?,Don Pedro road ka istemaal karke Atibaia ke liye samay nikaalen ?
play music,music play kare
tomorrow i need something sports related to attend,kal mujhe attend karne ke liye sports ke related kuch chahiye
set a reminder for the dentist at 1 pm tomorrow,kal 1 pm ko dentist ke liye ek reminder set karen
Will it be sunny this weekend ?,kya is weekend dhoop hogi ?
Message Sue I need her to come in to work at 3 : 00 today .,Sue ko message kare ki mai chahti hoon ki wah aj 3 00 bajhe work par aaye
did I set a reminder to get the groceries this weekend ?,Is weekend ko kya maine groceries laane ke liye reminder set kiya tha ?
MESSAGE KIM AND TELL HER I SHOULD ARRIVE BY 5 P . M . TO HER HOME .,KIM KO MESSAGE KARO AUR BOLO KI I SHOULD ARRIVE BY 5 P . M . TO HER HOME .
Add 10 more minutes to the timer,timer mein 10 minute aur add kare
I would like a report on the traffic,Mujhe traffic par ek report chahiye
Set an alarm for my meeting at 3 : 00 PM,3 00 PM ko mere meeting ke liye alarm set kare
"Events happening in Gatlinburg , Tennessee around the second weekend in January","Gatlinburg , Tennessee January mei second weekend ke aas paas hone wale events"
Cancel my reminder for the vet on Thursday,Thursday par vet ke liye mere reminder ko cancel kardo
Cancel all alarms,sabhi alarms cancel kardo
is the rain affecting traffic now,kya traffic par abhi baarish ka asar horaha hai
Create alarm for bedtime at 10 tonight,bedtime ke liye aaj raat 10 baje ka alarm banaen
Should I wear a sweater ?,kya mujhe sweater pehna chahiye
What are the alarm set ?,alarm set kya hai ?
do I need an umbrella,kya mujhe umbrella chahiye
Respond with voice message to Aaron,Aaron ko voice message se reply kare
Switch off,band karo
how is traffic heading to the rio bravo field office on coors blvd,coors blvd par rio bravo field office jaate samay traffic kaisa hai
Is it going to rain this week ?,Is week me kya baarish hone wali hai ?
remove the reminder about the appointment for the cellphone appointment,cellphone appointment ke appointment reminder ko remove kar de
can you display chats,kya aap chats dikha sakte hai
Alarm gone,Alarm chala gaya
Remind me to get those cookies Everett likes .,mujhe Everett ko jo cookies pasand hai usey laana yaad dilaye
Text I ' m on my way !,Text karo ki I ' m on my way !
Pause stopwatch,stopwatch pause kare
Remind me that I need to book flights in 3 weeks .,mujhe yaad dilayen ki 3 weeks me mujhe flights book karne ki zaroorat hai
events in Vegas this weekend,is weekend Vegas mei hone wale events
Stop current timer,current timer rok de
I want to listen some jazz music,mujhe kuch jazz music sunna hai
What is the forecast for tomorrow ?,kal ke liye kya forecast hai ?
Cancel all alarms,saarey alarms cancel kardo
Stop the timer,timer ko stop kare
What day was the hottest in Beijing in 2014,Beijing mein 2014 mei kis din sabse zada garmi hai
delete the reminder about getting a price for tires on my lunch break,mere lunch break par tires ki keemat jaanne ke baare me reminder ko delete karen
start timer now,timer ko abhi shuru kare
get up 6 : 15 alarm please,6 15 ko utne ke liye alarm please
Let me see the traffic right now,mujhe abhi traffic dekhne do
Please remove all of my alarms for tomorrow,Please kal ke liye mere saare alarms hata den
Remind me to get my computer fixed when I return from vacation .,mujhe chuttiyon se lautne ke baad computer thik karane ke liye yaad dilaye
What is the traffic like today in London,London mei aj traffic kaisa hai
Please delete alarms set on Fridays .,Friday ke liye saarey set alarms delete kare
Set timer for 1 hour .,1 ghante ke liye timer ko set karen .
Is it cold out today ?,kya aaj baahar thand hai ?
whats the percent chance of rain today ?,aj barish hone ke kitne percent chance hai ?
Put all the reminders on Monday to Tuesday,Monday ke sabhi reminders ko Tuesday ke liye lagaen
Remind me the 7th to submit VPK,mujhe 7th ko VPK submit karne ke liye yaad dilaye
Set an alarm for 7 am tomorrow .,kal subah 7 bajhe ke liye ek alarm set kare
Tomorrow ' s weather high ?,kal ka mausam zyada hai ?
Has the timer stopped ?,kya timer band hogaya hai ?
what is the temperature for Willingboro today ?,aj Willingboro ka temperature kya hai ?
WHAT WILL TRAFFIC BE LIKE AT 5PM FROM PHILADELPHIA TO NJ,PHILADELPHIA SE NJ TAK KA TRAFFIC 5 BAJHE KAISA HOGA
Set a reminder for CBO ' s QB training webinar on the 7th and alert via email 2 hours before,7 taareekh ko CBO ' s QB training webinar ke liye reminder set karen aur 2 ghante pehle email dwara alert karen
Set a reminder to reschedule my doctor ' s appointment,mere doctor ke appointment ko reschedule karne ke liye reminder set kare
"text Vivian , why not tonight ?",Vivian ko text kare ki aj raat kyu nae ?
Play Lana Del Ray please,Lana Del Rey play kare please
what time do the fireworks start on 4th of July,4th of July ko fireworks kis time par shuru honge
"Set up reminder to submit timesheet for the month every 1st day of the month . First remind , a day before . 2nd remind , 8 : 00 am . Continuous event .","month ke liye timesheet submit karne ke liye ek reminder set karen month ke har pehle din . Pehle yaad dilaayen , ek din pehle . Dusra yaad dilaayen 800 am ko . lagataar event ."
is it going to rain tomorrow ?,kya kal barish hone wali hai ?
when will the temperature go below 75 ?,temperature 75 se neeche kab jaega ?
Was there an accident this morning on Route 52 ?,Is subha Route 52 par kya koi accident hua tha ?
add eye of the tiger to play list,play list me eye of the tiger ko add karen
Pause my workout timer,mere timer ko pause kare
Delete the next 3 timers,agley 3 timers delete kare
Show me all reminders for the day,mujhe din ke sabhi reminders dikhao
I want to set a timer for 40 minutes,mai 40 minutes ke liye ek timer set karna chahta hu
Show me my alarms .,mujhe mere alarms dikhao .
Is there a car accident up ahead,kya aage koi car accident hai
what can i do in sanfrancisco tomorrow,kal mai san francisco me kya kar sakta hu
I want to listen to Shakira world cup songs,mujhe Shakira world cup songs sunna chahta hoon
Could you tell me the weather in Fahrenheit,kya aap mujhe Fahrenheit me mausam bata sakte hai
Can you get rid of the alerts for walking my sister's dog ?,kya aap meri sister ke kutte ko walk par lejaane wale alerts se chutkara paa sakte hai ?
Remind me to give David his letter before the 24th .,mujhe 24th ke pehle David ko uska letter dene ke liye yaad dilaye
Let me know the weather this weekend in Texas,is weekend Texas mei weather ke bare mei mujhe batao
Will it be sunny all day today ?,kya aaj poora din dhoop rahegi ?
What are the humidity levels tomorrow,kal ke humidity levels kya hai
Is the traffic congested around the Stadium now ?,kya abhi Stadium ke aas paas traffic jama hai
What is the wind like in Central FL ?,Central FL mei hawa kaisi hai ?
pause timer,timer ko pause kare
message Peter let ' s go to the mall today .,Peter ko message kare ki chalo aj mall chalte hai
How much will it snow today ?,aj kitni barf giregi ?
Show active alarms,active alarms bataiye
Is there a flash flood warning,kya achanak baad ki warning hai
Where should I go for New Year ' s Eve in NYC,NYC me New Year ' s Eve ke liye mujhe kahan jaana chahiye
Delete the reminder for my spa treatment .,mere spa treatment ka reminder delete kardo
Is traffic delayed because of the construction >,kya traffic construction ki wajah se delay huwi hai
I want the alarm I just set to be changed to the next day,mai chahta hu jis alarm ko maine abhi set kiya hai use agle din me badal diya jaaye
What route should i take to get to my dr ' s appointment in Makalapa in 15 minutes,mujhe 15 minutes mei mere dr ke appointment ke liye Makalapa pahuchne ke liye kaunsa rasta lena chahiye
What is the distance between Manhattan and upstate New York,upstate New York aur Manhattan me kitni doori hai
"Toronto , music concerts on Wednesday",Wednesday ko Toronto me music concerts
Remind me to pick up my prescriptions tomorrow .,kal mujhe mere prescriptions lene ke liye yaad dilayen
play destiny ' s child top 10 songs,destiny child ke top 10 gaaney play kare
delete all the reminders for next week,next week ke liye saare reminders ko nikaal den
What are the week ' s highs and lows ?,week ke highs aur lows kya hai ?
give me the highs and lows for the week,mujhe haftey ke liye highs and lows dijiye
stop the timer,timer ko band kardo
Family Friendly events on the south side next weekend,agle weekend ko south side par Family Friendly events hai
Send a message to Frank that the tractor he is getting is about 15 minutes from his location,Frank ko ye message karo ki jo tractor use milraha hai wo uski location se lagbhag 15 minutes ki doori par hai
play random garth brooks songs,garth brooks ke random gaane play kare
Concerts at the Rialto theater,Rialto theater mei concerts
What is the temperature in Flint today ?,Aaj Flint me temperature kitna hai ?
Set an alarm in 3 hours to wake me up,mujhe 3 ghante mei uthane ke liye alarm set kare
traffic in New York,New York me traffic
Play Despacito,Despacito ko bajao
Tell me about the traffic in New York City right now,Mujhe abhi New York City ke traffic ke baare me batao
Copy alarm and move to Sunday,alarm ko copy kariye aur Sunday ko move kariye
concerts by NKOTB next week,Agle hafte NKOTB ki taraf se hone wale concerts
Set an alarm for 6 : 40 am,subah 6 40 ke liye alarm set kare
I would like to listen to all of Dolly Parton ' s Christmas music,mujhe Dolly Parton ke saarey Christmas music sunna hai
Accidents on I 25 today,Aaj I 25 par accidents
Can I get to Lorain before 6 ?,kya mai 6 baje se pehle Lorain pahunch sakta hu ?
I ' ll need a display showing my next three alarms .,mujhe mere agle three alarms dikhaane wala display chahiye .
change the alarm to 6 : 45 am,alarm ko 645 am me badal den
what time is the last alarm on sunday,Sunday ko last alarm kaunse time par hai
Any delays on the road right now,abhi road par kisi bhi tarah ki deri hogi
Is it muggy outside ?,kya bahar muggy hai ?
are there thunderstorms forecast this week,kya is hafte me koi thunderstorms forecast hai
Please change my alarm to midday,please mere alarm ko midday ke liye badlein
Remind meet with Stephen at his desk before 11 : 00 am,1100 am se pehle Stephen ke saath uske desk par milne ke liye yaad dilaayen
How long will it take me to get to the airport ?,mujhe airport pahuchne mei kitni der lagegi ?
what is the weather in sydney today,Aaj sydney me mausam kaisa hai
Is it going to rain tomorrow ?,kya kal baarish hone wali hai ?
Are there any accidents on the New York State Thruway right now,kya abhi New York State Thruway par koi accidents hai
Driving from NYC to Stamford traffic report,NYC se Stamford ko drive karne ke liye traffic report
What ' s the high temperature for Orlando,Orlando ka high temperature kya hai
can you remind me of lunch with Nancy today at noon,kya ap aj dopahar ko mujhe Nancy ke sath lunch karne ke liye yaad dila sakte hai
does it take less time to take west street rather than freeway during rush hour ?,kya rush hour ke samay me freeway ke bajaye west street se jaane me kam samay lagta hai ?
